t_ms,mode,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,qw,qx,qy,qz,ax,ay,az
18660,barefoot,15,16,18,8,4,15,18,15,0.9937,0.0059,0.0205,-0.0038,0.13,0.919,9.894
18680,barefoot,12,18,25,17,18,7,19,11,0.9967,-0.0159,-0.0072,0.0143,1.246,0.617,9.792
18700,barefoot,18,18,15,15,14,13,16,18,1.004,-0.021,-0.0051,-0.0081,1.271,0.542,9.628
18720,barefoot,3111,2369,44,20,17,12,6,16,1.0151,0.0419,0.0094,-0.0173,1.145,-0.501,8.09
18740,barefoot,3395,2701,88,20,14,18,27,19,1.0174,0.0052,0.0254,0.0234,-0.302,0.835,11.757
18760,barefoot,3460,2996,154,21,17,19,8,15,0.9892,-0.0076,0.0289,-0.0137,-0.964,0.899,9.698
18780,barefoot,3541,3051,262,15,19,12,11,18,1.0004,0.0306,-0.0056,-0.0386,-1.056,1.199,9.88
18800,barefoot,3504,3100,374,13,18,3,17,14,1.0217,0.0042,0.0144,0.0088,0.493,-0.261,10.471
18820,barefoot,3383,2924,686,8,14,13,12,21,0.989,-0.0355,-0.0034,0.0237,-1.415,-0.411,10.161
18840,barefoot,3250,2920,985,6,18,5,11,18,0.9919,0.0212,0.0171,-0.031,-0.209,1.684,7.325
18860,barefoot,2840,2704,1221,17,15,21,13,20,0.9861,-0.006,-0.0055,0.043,0.898,0.178,9.168
18880,barefoot,2401,2376,1602,19,23,9,16,24,0.9976,0.0257,-0.0048,0.0144,0.493,-1.382,9.789
18900,barefoot,1751,2011,1818,36,50,22,11,21,0.9888,0.0083,-0.0207,-0.0239,0.128,-0.616,9.183
18920,barefoot,1045,1449,1939,73,98,26,15,18,0.9923,0.0242,0.0072,-0.0197,-1.209,0.161,10.974
18940,barefoot,569,970,2011,154,183,41,6,8,0.9849,0.0357,0.0218,-0.0199,0.55,0.822,10.451
18960,barefoot,244,542,1882,320,402,76,23,22,1.01,0.0024,0.0031,0.0201,0.574,-0.887,8.633
18980,barefoot,90,264,1908,635,708,170,15,12,0.9985,-0.0369,-0.0069,-0.0334,0.875,-0.191,10.065
19000,barefoot,32,123,1873,1001,1127,316,13,11,1.0097,-0.0232,0.0119,-0.0271,-0.245,-0.55,11.004
19020,barefoot,28,58,1722,1411,1439,630,18,14,1.0092,0.0016,0.0085,-0.0566,-0.387,-0.092,9.74
19040,barefoot,9,21,1371,1854,1938,845,34,11,0.996,0.0009,0.0053,-0.0017,-1.296,-0.729,8.305
19060,barefoot,17,25,1129,2192,2191,1131,43,24,1.0133,0.0158,-0.0393,0.0149,-1.614,0.677,10.279
19080,barefoot,18,14,968,2369,2277,1357,112,29,1.005,0.0212,0.0004,-0.007,0.208,-0.637,9.404
19100,barefoot,8,20,657,2508,2452,1621,251,55,0.9939,0.0188,0.0067,0.0113,0.044,-0.169,8.235
19120,barefoot,13,19,427,2538,2396,1804,452,113,0.9984,-0.0084,-0.0133,-0.0273,-0.222,0.421,9.163
19140,barefoot,9,13,280,2634,2260,1788,858,215,1.0095,-0.0063,0.0143,0.0058,-0.964,-0.372,9.591
19160,barefoot,22,13,150,2537,2041,1813,1264,436,0.9847,-0.0209,-0.0297,0.0114,1.839,0.082,9.704
19180,barefoot,9,22,83,2314,1761,1609,1566,713,0.9977,-0.0403,-0.0071,0.0127,-1.508,-0.309,10.453
19200,barefoot,17,18,45,1934,1355,1322,1851,942,1.0059,-0.0292,0.0085,0.0013,0.725,1.282,10.165
19220,barefoot,13,11,35,1584,992,1069,2236,1197,0.9965,-0.0028,-0.0015,0.0079,-0.451,-0.589,8.691
19240,barefoot,20,13,15,1106,646,739,2387,1399,0.9921,-0.0045,0.0194,-0.0022,0.181,0.284,9.762
19260,barefoot,17,14,22,696,367,496,2224,1659,1.0226,0.0464,0.0193,0.0658,0.137,-0.31,10.465
19280,barefoot,18,11,14,371,185,259,2049,1634,0.9783,-0.0192,0.0007,0.0032,-0.838,-0.379,9.233
19300,barefoot,15,22,20,196,86,120,1763,1553,1.0061,0.004,0.0418,0.0311,1.026,-1.091,9.352
19320,barefoot,22,19,13,87,47,55,1445,1334,1.0073,-0.014,-0.0183,-0.0084,0.142,0.02,9.565
19340,barefoot,11,22,13,43,21,36,1071,1029,1.0084,-0.0103,0.005,-0.032,0.206,-0.197,9.322
19360,barefoot,19,18,19,35,19,21,610,710,0.9967,-0.0029,-0.0172,0.0026,0.044,0.195,8.657
19380,barefoot,16,17,18,17,17,19,352,499,1.0146,-0.0145,-0.0043,0.0108,-0.912,-0.018,10.102
19400,barefoot,15,20,13,12,16,22,10,17,0.9961,-0.0146,0.0166,-0.0038,3.12,-0.654,10.048
19420,barefoot,15,29,12,19,14,9,16,16,0.9888,0.0108,-0.0045,-0.0184,-0.385,-0.451,10.297
19440,barefoot,4,17,8,15,9,14,30,21,0.9934,0.0335,-0.0158,-0.0021,-0.576,-1.155,9.601
19460,barefoot,19,13,10,11,11,13,18,15,0.9985,-0.0109,0.0162,-0.0107,2.867,0.369,9.176
19480,barefoot,17,11,20,22,11,14,11,22,0.9993,0.0111,-0.0157,-0.0034,-1.225,0.648,10.179
19500,barefoot,23,10,19,17,10,14,19,12,1.0172,-0.0149,0.0158,0.0464,0.876,-0.228,10.011
19520,barefoot,16,12,17,15,9,8,14,4,0.9797,-0.0301,-0.0094,-0.003,2.829,-0.475,9.572
19540,barefoot,10,14,12,17,16,8,19,13,1.0052,-0.003,0.026,0.0216,0.574,1.682,10.871
19560,barefoot,18,8,11,16,19,14,11,15,1.0098,-0.0577,-0.003,0.005,0.576,-0.243,10.612
19580,barefoot,9,7,22,17,10,17,15,13,0.9879,-0.0321,-0.0278,0.0276,0.524,0.786,8.416
19600,barefoot,10,11,20,19,8,4,17,13,0.9993,0.0191,0.0044,0.0431,-1.778,-0.618,9.589
19620,barefoot,16,11,19,16,11,12,12,3,0.9938,0.0298,-0.0069,0.06,1.046,-0.192,9.469
19640,barefoot,8,16,4,16,11,21,12,19,0.989,0.0002,0.0301,0.0116,1.471,-0.814,11.048
19660,barefoot,21,18,17,16,15,23,10,13,1.0243,-0.0141,-0.0182,0.0161,0.2,-0.042,8.845
19680,barefoot,16,19,10,9,8,4,14,20,0.979,0.0133,0.0001,-0.0103,-0.934,-0.332,9.462
19700,barefoot,12,7,19,9,10,17,8,8,1.0062,0.014,-0.0324,-0.0058,0.784,0.114,9.835
19720,barefoot,9,13,11,18,19,13,20,17,0.9991,0.0089,0.0209,-0.0162,1.726,0.238,11.596
19740,barefoot,21,17,10,13,9,11,20,17,0.9937,0.0,0.0036,0.0048,0.385,-0.818,8.418
19760,barefoot,14,8,16,3,17,16,12,21,1.0099,-0.0097,-0.003,0.0013,-0.822,1.557,8.63
19780,barefoot,26,15,9,16,16,10,9,11,1.0001,0.0157,0.0069,0.0143,0.394,-0.594,8.713
19800,barefoot,11,9,17,11,24,21,14,18,1.0179,0.0128,-0.006,0.0177,-0.827,0.268,8.221
19820,barefoot,3108,2278,49,9,8,20,8,12,1.011,-0.0073,-0.0151,0.0064,-1.941,0.794,8.455
19840,barefoot,3343,2722,84,14,14,3,13,6,0.999,0.0245,-0.0153,0.018,0.769,0.457,9.092
19860,barefoot,3461,2952,154,14,16,15,14,21,1.0006,0.0008,0.0133,-0.0005,-0.857,-0.431,8.998
19880,barefoot,3472,3149,257,15,6,21,11,13,1.0027,0.0051,0.0215,-0.0082,-2.045,-0.492,9.628
19900,barefoot,3445,3164,404,18,12,15,12,20,0.9786,-0.0355,0.0003,-0.0295,0.457,-0.298,9.179
19920,barefoot,3362,3018,605,12,16,4,20,18,1.0069,-0.0015,0.0014,0.0061,-0.005,-2.104,8.325
19940,barefoot,3204,2985,973,15,10,8,13,13,0.9994,-0.0152,-0.011,-0.0138,0.244,0.647,10.212
19960,barefoot,2852,2739,1295,17,20,8,24,18,0.9953,-0.0047,-0.007,0.0018,0.995,1.202,10.319
19980,barefoot,2404,2495,1572,26,19,14,16,6,1.0128,-0.0048,-0.014,-0.0087,-0.402,0.916,8.782
20000,barefoot,1804,1930,1697,36,56,22,10,9,1.0099,0.0052,0.0247,-0.0035,0.34,1.616,11.026
20020,barefoot,1060,1458,1912,78,106,25,15,6,1.0048,-0.0172,0.0037,0.0013,0.611,-0.531,8.94
20040,barefoot,554,938,2058,160,213,48,27,3,1.008,-0.015,0.0161,0.0208,1.012,0.044,10.042
20060,barefoot,238,523,2134,339,422,98,15,16,1.0,0.0104,0.0012,-0.0032,-0.987,0.09,8.727
20080,barefoot,93,248,1963,609,666,175,18,20,1.0031,-0.0197,-0.0267,0.0098,-0.807,0.524,9.147
20100,barefoot,31,125,1868,951,991,358,22,21,1.0164,-0.0013,-0.0129,0.0222,1.263,-0.255,10.14
20120,barefoot,28,54,1674,1454,1349,551,14,17,1.0079,0.0243,-0.0236,-0.022,2.275,-1.628,9.874
20140,barefoot,16,35,1498,1859,1819,760,26,16,0.9993,-0.0139,0.0044,-0.0157,0.391,0.375,10.731
20160,barefoot,10,29,1244,2143,2164,1134,48,18,1.0092,-0.0421,0.0051,-0.0232,0.339,1.372,10.117
20180,barefoot,11,12,869,2330,2326,1365,113,26,1.0022,-0.0185,-0.0236,0.0022,-1.969,-1.073,9.319
20200,barefoot,14,13,622,2597,2525,1611,248,50,0.9988,-0.0281,-0.0364,-0.0204,1.574,-1.499,11.156
20220,barefoot,16,9,410,2672,2448,1723,421,98,0.9985,-0.0206,0.0099,0.0249,0.43,0.327,9.091
20240,barefoot,16,15,253,2648,2287,1709,812,222,1.009,0.0155,-0.0025,-0.0355,-0.722,-0.968,8.985
20260,barefoot,21,12,135,2544,2139,1731,1224,402,1.0068,-0.0336,0.0279,0.0055,0.786,0.156,10.198
20280,barefoot,18,17,82,2288,1741,1563,1695,729,1.0036,-0.018,0.0236,0.0074,-0.482,0.299,9.586
20300,barefoot,8,16,51,1892,1537,1426,1864,994,1.0069,-0.0048,-0.0148,0.0175,-0.178,-0.564,9.262
20320,barefoot,18,12,17,1504,1074,1037,2206,1288,0.998,-0.0001,-0.0093,-0.0095,0.107,-0.9,9.81
20340,barefoot,2,19,20,1153,655,794,2284,1570,0.9991,0.0071,0.0435,-0.0271,0.782,0.102,8.591
20360,barefoot,16,14,17,693,346,471,2147,1638,0.989,0.0026,0.0006,-0.0017,2.378,-0.556,10.481
20380,barefoot,14,10,11,373,179,272,2016,1689,1.0297,-0.0137,0.0366,0.0003,0.235,0.313,9.444
20400,barefoot,10,4,7,190,88,120,1739,1500,0.9993,-0.0116,-0.0312,-0.0082,-0.925,0.24,9.414
20420,barefoot,20,10,13,96,45,75,1518,1427,1.0061,-0.0285,-0.0074,0.0098,0.475,0.821,10.228
20440,barefoot,15,19,10,31,26,31,1062,1045,0.9976,0.0168,0.0144,0.0217,-0.699,0.448,8.201
20460,barefoot,15,13,14,24,29,21,620,781,0.9997,-0.0071,0.0149,-0.0043,-1.131,0.5,10.346
20480,barefoot,10,19,21,22,17,14,372,490,0.9808,0.0347,0.0195,0.0109,-1.18,-1.633,9.915
20500,barefoot,17,8,18,7,20,19,13,3,1.0048,-0.0009,-0.012,0.0126,-0.59,-0.574,10.159
20520,barefoot,11,11,9,14,11,14,11,20,1.0106,-0.0383,0.0297,-0.058,-2.521,1.846,10.774
20540,barefoot,8,6,15,8,15,10,17,14,1.0091,0.0157,0.0032,-0.0351,0.187,0.388,9.523
20560,barefoot,13,13,19,11,18,1,9,11,1.0136,-0.0085,-0.0132,-0.0006,-0.79,-0.562,9.977
20580,barefoot,18,4,8,16,12,16,17,12,1.01,-0.0002,-0.008,0.0303,1.248,-0.256,11.139
20600,barefoot,12,10,13,19,19,11,13,11,1.002,0.0036,0.0018,-0.0154,-1.481,1.488,10.197
20620,barefoot,24,18,9,20,9,19,9,12,0.9942,-0.0236,0.0019,0.0119,-0.311,0.492,9.361
20640,barefoot,13,21,17,11,16,17,6,15,1.0038,0.0102,-0.0174,-0.0094,-1.464,0.197,8.69
20660,barefoot,19,23,17,15,14,13,19,15,1.0113,-0.0078,0.0363,-0.0091,-0.139,-0.214,9.562
20680,barefoot,17,9,12,14,15,18,10,19,1.0258,0.0224,0.0015,-0.0101,-0.453,-0.108,10.657
20700,barefoot,21,17,17,14,12,17,9,20,0.9929,-0.0237,-0.053,0.0062,0.974,1.571,9.971
20720,barefoot,12,13,13,16,8,6,15,18,1.0034,-0.0246,0.0086,-0.0049,0.36,-1.042,10.416
20740,barefoot,18,13,14,17,14,13,15,11,1.0088,0.0113,0.0105,-0.0139,0.517,0.269,10.538
20760,barefoot,21,18,13,15,15,15,16,13,0.9877,-0.0164,0.0131,-0.0187,-0.901,-1.593,9.522
20780,barefoot,9,10,13,19,16,12,7,10,0.9973,-0.0039,0.0315,-0.0225,-0.196,1.085,7.957
20800,barefoot,11,2,12,15,15,10,17,3,1.0117,0.0146,0.0004,-0.0429,-0.94,0.409,8.645
20820,barefoot,5,20,20,11,9,13,16,3,1.0056,-0.0105,0.0144,0.0151,-0.869,0.542,10.934
20840,barefoot,12,21,11,12,16,15,18,7,1.0053,-0.0228,-0.0205,0.0017,-1.123,-0.872,8.945
20860,barefoot,9,7,15,6,20,15,8,19,1.0082,-0.0013,0.0171,-0.0097,-0.673,-0.775,10.5
20880,barefoot,20,14,15,18,11,14,18,8,0.9994,-0.0026,-0.0722,0.0265,-0.294,0.418,10.366
20900,barefoot,6,17,18,14,22,12,18,10,0.999,-0.0029,-0.0272,-0.0135,-2.011,0.017,9.26
20920,barefoot,3153,2362,47,19,17,15,15,10,0.9989,-0.0098,-0.0051,0.0008,0.311,0.221,8.53
20940,barefoot,3335,2746,78,14,18,14,17,8,0.9971,-0.0179,0.0323,0.0116,-0.43,-0.282,10.946
20960,barefoot,3439,2852,155,15,14,7,10,13,1.0089,-0.0041,-0.0017,-0.0259,-0.175,-0.301,9.682
20980,barefoot,3512,3046,240,16,11,12,14,20,0.9908,-0.0012,-0.0112,-0.0052,1.804,-0.503,10.889
21000,barefoot,3491,3071,424,22,21,19,11,7,1.011,0.0003,0.0042,0.0078,3.808,-1.015,9.566
21020,barefoot,3315,3108,666,13,15,9,17,16,0.9993,0.0422,-0.0164,0.0294,-2.345,-0.469,8.777
21040,barefoot,3177,2978,867,15,12,17,17,12,0.9997,-0.0042,0.0033,-0.0003,-0.786,-1.6,9.638
21060,barefoot,2952,2712,1177,19,19,15,11,18,0.9947,-0.0014,0.0126,-0.0141,-0.356,0.56,9.852
21080,barefoot,2470,2428,1479,22,22,17,11,12,0.9984,0.01,-0.0114,-0.0332,-1.134,0.06,9.763
21100,barefoot,1742,1983,1737,35,41,14,14,16,0.989,-0.0097,-0.0058,0.0181,0.336,0.602,10.831
21120,barefoot,1064,1573,1934,76,111,26,14,13,0.984,-0.0263,-0.0155,0.0019,-0.12,-0.009,10.087
21140,barefoot,522,998,2032,158,200,41,21,20,0.996,-0.0227,0.0036,-0.0052,0.317,-1.755,9.277
21160,barefoot,257,546,2006,331,426,92,23,5,0.998,-0.0223,-0.0076,0.0204,0.553,0.62,9.007
21180,barefoot,91,249,2009,585,692,181,20,11,0.9912,0.0029,0.0304,-0.0444,0.909,0.949,8.869
21200,barefoot,42,123,1809,919,1024,321,12,1,0.9978,0.0094,0.052,-0.0041,0.487,-0.915,10.883
21220,barefoot,27,51,1730,1476,1518,565,13,18,1.0054,0.0135,-0.0281,-0.0309,0.276,-1.068,9.746
21240,barefoot,18,26,1401,1737,1849,800,30,25,1.0053,0.0187,0.0177,-0.0321,-0.537,1.118,10.826
21260,barefoot,15,15,1167,2162,2169,1128,53,22,0.9961,0.0079,0.0161,0.0328,0.376,-0.56,10.281
21280,barefoot,11,16,910,2498,2247,1416,105,30,1.0029,0.0229,0.0225,-0.0292,1.025,-0.012,10.571
21300,barefoot,17,13,594,2585,2393,1660,218,54,1.0058,0.0147,-0.0153,-0.0009,-0.294,-0.946,10.565
21320,barefoot,11,13,415,2662,2379,1677,452,112,0.9987,0.014,-0.0022,0.007,0.098,0.179,9.063
21340,barefoot,23,11,267,2545,2320,1890,778,227,0.9883,0.0052,-0.0153,-0.0079,0.224,-0.376,8.781
21360,barefoot,14,13,131,2554,2069,1763,1251,432,0.9844,0.0285,-0.0154,0.0264,0.342,1.134,9.097
21380,barefoot,15,14,83,2198,1844,1670,1648,704,1.015,0.0475,-0.0259,-0.045,-1.694,0.273,8.97
21400,barefoot,14,16,36,1915,1443,1356,1910,1024,0.9961,-0.0343,0.0027,-0.0394,0.04,-2.013,9.56
21420,barefoot,6,12,28,1427,1028,1035,2257,1240,1.0085,0.0039,-0.0217,0.0268,0.264,-1.054,9.087
21440,barefoot,7,7,16,1157,689,735,2301,1372,0.9805,0.0108,0.0212,-0.0135,-1.695,0.218,9.455
21460,barefoot,19,15,9,728,371,446,2181,1666,0.99,-0.0111,0.0096,-0.0205,0.021,0.171,11.403
21480,barefoot,17,13,11,372,190,282,2078,1598,0.981,-0.0031,0.017,0.0077,0.234,-1.185,9.396
21500,barefoot,17,15,14,204,81,126,1780,1511,1.0051,-0.0131,-0.0078,-0.0384,-2.063,-0.074,10.351
21520,barefoot,7,8,19,87,40,66,1475,1334,1.0037,-0.0055,0.0076,0.0409,2.331,0.803,8.692
21540,barefoot,16,6,9,38,26,34,978,1075,0.9848,-0.0104,0.0032,0.0012,0.438,0.398,8.736
21560,barefoot,11,5,20,21,14,29,636,847,0.9981,0.0215,-0.0,0.0514,1.49,-0.974,11.959
21580,barefoot,19,9,14,15,15,17,389,484,1.0129,-0.0088,0.037,0.0126,-0.267,0.372,10.879
21600,barefoot,13,12,20,16,11,15,16,13,1.0002,-0.0212,-0.0088,-0.0277,0.261,0.847,10.096
21620,barefoot,12,3,15,5,30,11,12,13,1.0173,0.0128,-0.0171,-0.0072,-1.088,-0.471,9.339
21640,barefoot,13,8,14,13,7,11,19,4,1.0014,-0.0148,0.001,0.0136,-0.306,-1.102,8.868
21660,barefoot,17,13,21,20,10,13,13,16,0.9896,0.0078,0.0151,0.0089,-0.179,0.906,9.317
21680,barefoot,18,10,11,17,9,13,13,7,1.002,0.0366,-0.0024,0.0362,0.69,0.696,11.681
21700,barefoot,6,9,13,14,21,11,23,13,0.9729,-0.0206,-0.0135,-0.0035,1.836,-0.242,9.076
21720,barefoot,12,22,18,16,7,11,3,14,0.981,0.0201,-0.0141,-0.0272,-2.039,-0.507,8.884
21740,barefoot,9,17,12,11,21,12,13,13,1.0112,0.0235,-0.0002,-0.0385,-0.25,0.731,9.386
21760,barefoot,9,12,14,13,12,20,18,12,1.0118,-0.0257,0.0064,0.0009,1.428,0.25,9.66
21780,barefoot,17,15,7,16,9,14,18,15,1.0143,0.0331,0.0041,-0.0051,-0.23,0.775,9.707
21800,barefoot,12,17,20,21,12,8,25,16,1.0109,0.0502,-0.0219,0.0267,-1.562,-0.033,9.468
21820,barefoot,1,10,19,11,4,15,9,15,1.0059,0.0122,0.0083,0.0121,1.729,-0.842,9.085
21840,barefoot,15,4,12,11,12,12,15,19,0.9988,0.0041,-0.0258,-0.0188,2.012,-0.289,9.393
21860,barefoot,17,20,25,12,16,20,13,12,1.0003,0.022,-0.0094,-0.0183,1.08,0.709,12.094
21880,barefoot,28,13,21,17,18,10,12,15,1.0089,0.009,-0.0037,-0.0067,0.38,-0.001,10.463
21900,barefoot,14,12,5,15,8,15,20,16,1.0006,0.0149,0.0026,-0.0067,0.137,-0.458,8.341
21920,barefoot,14,24,16,9,13,9,20,17,0.9908,0.0091,0.0122,0.0169,-0.282,-0.404,11.159
21940,barefoot,28,17,20,13,16,21,18,21,0.9916,0.0005,0.0158,0.0247,0.944,1.039,11.014
21960,barefoot,18,12,15,27,11,7,11,15,0.9905,-0.02,0.0217,-0.0385,1.231,0.578,10.44
21980,barefoot,13,16,22,10,19,11,18,16,1.0135,0.0314,0.0147,-0.0029,-1.378,0.307,10.13
22000,barefoot,19,13,22,17,14,15,15,12,1.0103,-0.009,0.0267,-0.0111,1.562,-0.397,11.634
22020,barefoot,3213,2338,34,6,5,18,17,5,1.001,0.0123,-0.0178,0.009,-0.393,-1.548,8.444
22040,barefoot,3341,2693,79,14,14,18,17,13,0.994,0.0206,0.0305,0.0152,0.402,0.376,9.702
22060,barefoot,3469,2865,148,21,5,14,20,8,1.0165,-0.0184,0.009,-0.0006,-0.09,-1.795,9.045
22080,barefoot,3542,3047,286,18,14,6,13,10,0.9864,0.0083,-0.0114,-0.0067,0.515,0.921,11.055
22100,barefoot,3540,3152,394,13,9,17,9,16,1.0048,0.0099,-0.0208,-0.0076,0.226,1.207,8.943
22120,barefoot,3363,3007,717,13,14,19,16,28,1.0091,0.0059,0.0041,-0.0087,1.898,0.692,10.526
22140,barefoot,3066,2878,866,10,15,3,19,13,1.0087,0.0289,-0.0013,0.0128,-0.495,-0.429,8.518
22160,barefoot,2896,2728,1137,20,26,19,20,6,1.0115,0.0063,-0.0144,0.015,0.535,0.374,11.06
22180,barefoot,2438,2461,1532,29,20,13,15,9,0.9984,-0.0083,-0.0154,-0.0053,1.293,-0.531,9.48
22200,barefoot,1861,2052,1723,34,49,11,9,16,1.0054,0.0142,0.0017,0.0022,1.604,-0.685,8.887
22220,barefoot,1071,1529,1921,69,104,18,7,10,0.9892,0.0318,0.0263,0.0106,-1.848,-0.205,8.877
22240,barefoot,559,1028,2076,151,193,45,15,16,1.0026,-0.0073,-0.0202,-0.0191,1.898,0.327,9.224
22260,barefoot,235,531,2003,322,395,72,16,8,1.0022,-0.0186,-0.0176,-0.002,1.429,2.35,9.542
22280,barefoot,94,291,1977,578,708,184,12,9,0.9967,0.019,-0.0193,-0.0091,1.05,0.24,9.869
22300,barefoot,37,119,1941,1004,1096,339,12,10,0.9961,0.0137,-0.0193,0.0259,-0.614,0.434,8.713
22320,barefoot,17,55,1679,1402,1467,546,22,13,1.014,-0.0229,0.0077,-0.0252,-2.14,-0.888,11.182
22340,barefoot,22,36,1465,1854,1844,851,21,19,0.9823,-0.0282,-0.0146,-0.0208,0.169,0.275,10.203
22360,barefoot,23,14,1233,2263,2065,1196,55,16,1.0152,-0.0209,-0.0137,0.014,0.502,0.718,9.124
22380,barefoot,10,3,871,2466,2246,1390,121,23,0.979,-0.0043,0.0071,0.0367,-1.953,0.764,10.524
22400,barefoot,17,5,621,2573,2373,1632,256,61,0.9959,0.0132,-0.0019,-0.0092,-0.248,0.322,10.889
22420,barefoot,17,4,417,2657,2392,1809,501,96,0.99,0.0313,0.0111,-0.011,-0.259,-0.559,10.173
22440,barefoot,12,11,250,2601,2234,1847,791,228,0.9979,0.0393,-0.0002,-0.0315,-0.042,1.459,8.484
22460,barefoot,17,14,132,2413,2176,1730,1197,449,1.0046,0.0288,0.0089,0.0083,1.593,0.414,9.78
22480,barefoot,17,4,72,2309,1836,1525,1567,680,0.9851,0.0023,-0.0112,-0.0018,-2.02,1.483,9.467
22500,barefoot,10,1,30,1959,1447,1369,2058,978,1.0177,0.0339,-0.0176,0.0002,-0.264,0.55,8.465
22520,barefoot,14,15,24,1655,1031,1110,2195,1329,0.9869,0.0196,-0.0173,-0.0173,-0.813,1.072,9.855
22540,barefoot,13,15,26,1086,644,726,2245,1404,1.0037,-0.0194,0.031,0.0155,0.974,-1.242,8.926
22560,barefoot,13,9,24,759,379,435,2241,1595,1.0107,0.0341,-0.0097,0.0083,1.865,-0.648,9.152
22580,barefoot,17,13,15,364,179,261,2032,1651,1.0068,-0.0107,-0.0241,0.0438,1.971,0.359,10.193
22600,barefoot,18,12,11,185,80,139,1834,1506,1.0043,-0.0137,0.0349,-0.0017,-0.207,0.701,8.027
22620,barefoot,23,17,22,86,47,58,1423,1305,1.0015,-0.0185,-0.0131,-0.0166,2.813,-0.613,10.35
22640,barefoot,4,19,13,45,23,33,1069,1076,0.9964,-0.0184,0.0001,0.0227,0.422,-1.36,8.814
22660,barefoot,9,1,13,26,17,25,657,774,0.9969,0.0042,-0.0074,0.0553,2.934,1.228,10.956
22680,barefoot,12,8,14,20,19,8,352,508,0.9973,0.0134,0.013,-0.0084,-1.308,-0.695,9.322
22700,barefoot,15,18,16,14,20,20,13,12,0.9887,-0.0159,-0.0337,0.0234,-1.065,0.912,8.573
22720,barefoot,19,16,10,9,18,10,14,3,0.9939,-0.0038,-0.015,-0.0128,-0.122,1.697,12.068
22740,barefoot,4,10,14,13,16,17,14,22,1.0022,0.0273,0.0031,-0.0055,-0.48,-0.29,12.163
22760,barefoot,15,13,13,6,15,9,15,15,1.0222,-0.0219,0.0186,-0.0177,-2.334,-0.832,7.766
22780,barefoot,4,12,21,12,9,17,12,12,0.998,0.0098,-0.0159,0.026,0.165,-0.074,10.315
22800,barefoot,21,10,16,18,19,9,14,24,1.0058,-0.021,0.0372,0.0077,-2.624,0.938,7.484
22820,barefoot,15,10,11,21,7,18,15,26,0.9793,0.0231,0.0017,0.0176,-0.812,-1.128,10.096
22840,barefoot,12,8,11,17,12,4,8,17,0.9899,0.0055,-0.0097,0.0361,0.454,0.288,9.335
22860,barefoot,10,6,15,12,17,17,22,19,0.9955,0.0074,-0.0055,-0.047,-1.541,-0.926,9.768
22880,barefoot,11,12,13,17,14,13,10,25,1.0118,-0.0232,0.0044,-0.0378,-0.061,-1.119,9.645
22900,barefoot,14,11,19,14,17,18,16,13,0.9978,0.0296,-0.0005,-0.0104,-0.523,-0.972,9.295
22920,barefoot,14,17,3,12,9,10,15,15,0.9888,0.0121,-0.0172,-0.0082,-0.707,-0.252,8.637
22940,barefoot,10,10,10,13,12,13,11,19,0.997,0.057,-0.0075,-0.0016,0.791,-1.071,9.95
22960,barefoot,12,3,21,15,26,14,14,20,1.0014,-0.0043,0.0144,0.0362,-1.223,0.078,10.373
22980,barefoot,20,15,8,11,10,16,20,1,0.9878,-0.0098,-0.0547,0.0086,1.256,-0.946,9.415
23000,barefoot,20,9,16,16,13,7,21,20,0.9824,0.0052,0.0038,0.0005,-1.647,-0.896,11.014
23020,barefoot,12,14,3,10,2,9,15,11,1.0056,0.0066,-0.0094,-0.0089,0.59,-1.281,9.079
23040,barefoot,9,13,12,16,16,11,16,9,1.0032,0.0115,-0.0296,-0.0263,-0.512,0.404,10.494
23060,barefoot,10,8,18,11,14,17,8,8,0.9914,-0.0124,-0.0017,-0.0271,0.102,-0.638,10.879
23080,barefoot,22,7,22,10,9,18,16,12,0.9953,-0.023,0.0185,0.0131,-1.207,0.023,8.644
23100,barefoot,22,17,19,13,18,13,6,9,1.0068,-0.0003,0.0156,-0.0204,-0.518,0.601,10.268
23120,barefoot,3121,2393,36,10,20,10,20,15,1.0077,0.0053,0.0013,0.0044,-0.41,0.1,9.165
23140,barefoot,3351,2579,85,6,13,12,13,16,0.9942,0.0133,0.0046,0.0242,-0.075,-0.17,9.311
23160,barefoot,3499,2928,146,11,21,4,12,16,0.9941,0.0133,0.0164,0.0059,-0.156,-0.43,12.175
23180,barefoot,3517,3019,262,17,19,12,20,9,0.9902,0.0676,-0.0064,-0.0187,2.079,-0.979,10.376
23200,barefoot,3493,3127,438,15,14,12,17,18,0.9916,0.0209,-0.0008,0.0234,0.222,0.476,9.809
23220,barefoot,3313,3045,697,8,7,13,9,11,0.9826,0.0084,0.0043,-0.003,-1.551,-0.05,8.688
23240,barefoot,3167,2912,942,11,14,14,15,19,0.9949,0.0171,0.0188,-0.0325,1.332,-1.567,10.101
23260,barefoot,2969,2702,1146,13,19,15,20,9,0.9959,0.0181,-0.0172,-0.0102,1.007,-0.599,9.422
23280,barefoot,2452,2344,1498,26,27,14,17,11,1.0099,0.0049,0.0058,0.0111,-1.932,0.97,9.669
23300,barefoot,1837,1938,1580,37,40,16,16,15,0.9685,-0.0341,0.0118,-0.0334,1.999,0.334,9.632
