t_ms,mode,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,qw,qx,qy,qz,ax,ay,az
19020,shoe,25,59,1449,1267,1343,408,17,16,1.0,-0.0047,-0.0195,-0.0094,-2.355,0.369,8.961
19040,shoe,15,25,1268,1710,1665,706,28,14,1.0061,-0.0131,-0.0042,0.0147,0.758,-0.021,10.042
19060,shoe,7,3,968,2003,1878,890,26,14,0.9882,-0.0251,-0.0097,0.0135,1.589,0.01,9.278
19080,shoe,20,20,743,2188,2147,1192,97,27,0.9861,-0.0042,0.0051,-0.0173,0.213,0.846,9.631
19100,shoe,19,11,535,2438,2163,1305,201,42,1.0089,-0.0066,0.003,0.0003,-1.687,-0.798,7.661
19120,shoe,16,9,295,2524,2202,1580,392,77,0.9808,0.0029,-0.0076,-0.0041,0.899,-0.964,10.516
19140,shoe,18,6,185,2498,2101,1477,648,172,0.9991,0.0001,0.005,-0.0093,-1.263,-0.61,9.528
19160,shoe,0,9,111,2419,1868,1428,992,299,1.0043,0.0032,-0.0025,-0.0137,-0.176,0.83,8.849
19180,shoe,11,7,61,2020,1549,1252,1437,480,1.0073,-0.005,0.0255,-0.0276,0.455,-0.258,11.215
19200,shoe,15,13,44,1750,1232,1115,1734,715,1.0035,-0.0153,0.0221,0.0078,-0.954,1.535,9.469
19220,shoe,15,14,20,1356,923,830,1868,998,1.0226,-0.0025,-0.0009,0.0015,-2.032,-2.472,9.166
19240,shoe,11,13,19,940,539,560,2047,1176,1.0119,-0.0006,0.0018,0.0028,-0.202,-0.572,8.957
19260,shoe,15,16,23,641,357,354,1856,1247,0.9986,0.0188,-0.0064,-0.0023,-0.085,-0.358,10.679
19280,shoe,10,10,21,313,147,200,1840,1161,0.9987,0.0005,-0.017,0.0064,-1.042,0.217,9.745
19300,shoe,11,17,11,164,64,92,1642,1246,0.9929,-0.0143,0.0087,-0.0131,-0.955,1.072,9.44
19320,shoe,8,13,11,81,38,44,1145,998,1.002,0.0158,0.0196,-0.0185,0.838,-0.15,8.527
19340,shoe,15,16,17,38,6,26,927,748,1.0209,-0.0011,-0.0379,0.0077,-0.142,-0.815,8.906
19360,shoe,10,17,11,24,14,14,529,560,1.007,0.016,-0.02,0.0067,-0.589,0.672,10.03
19380,shoe,11,12,14,10,9,17,305,352,0.9992,0.0426,0.0217,0.0102,-0.738,1.242,9.7
19400,shoe,21,20,7,12,15,12,8,14,0.9884,0.0156,0.0279,0.0079,0.162,-2.05,7.907
19420,shoe,14,18,17,13,10,4,10,10,0.9756,-0.026,-0.0186,-0.0239,0.073,0.465,8.932
19440,shoe,14,12,6,11,14,10,16,9,0.9993,-0.019,-0.0227,-0.0229,-0.24,0.238,9.923
19460,shoe,6,22,15,11,9,6,18,17,0.9926,0.0098,-0.0289,-0.0142,-1.672,-0.668,12.134
19480,shoe,11,22,17,16,13,10,16,16,1.0037,-0.0336,0.0207,0.0361,-0.474,-0.382,9.041
19500,shoe,19,6,11,9,21,13,8,15,0.9891,-0.01,0.0029,0.0116,-0.776,0.232,7.718
19520,shoe,17,3,6,16,9,10,21,11,1.0074,0.0037,-0.0027,-0.0219,0.04,0.022,10.408
19540,shoe,14,11,8,9,5,20,20,22,0.9978,-0.0106,-0.0169,0.0194,1.318,-0.2,9.287
19560,shoe,13,16,4,15,21,25,18,16,0.994,-0.0179,0.0143,0.0147,1.077,-0.936,8.53
19580,shoe,14,18,23,9,18,16,26,17,1.0031,-0.0017,-0.0094,-0.0091,0.714,0.229,10.226
19600,shoe,16,17,4,20,14,6,9,15,0.9954,-0.0083,0.0271,0.0134,0.092,-0.533,9.51
19620,shoe,12,14,8,17,12,21,10,16,0.9996,-0.0112,-0.0045,0.0034,-0.419,0.069,8.852
19640,shoe,2,19,16,20,15,24,10,20,0.9927,0.0096,0.0163,0.0002,0.354,-0.471,8.538
19660,shoe,24,17,14,10,12,13,11,19,1.0046,-0.0139,0.0102,0.0056,-0.598,0.159,9.608
19680,shoe,20,12,19,8,19,16,17,20,0.9835,-0.0055,0.0024,0.0233,-0.439,0.599,9.797
19700,shoe,13,15,21,8,12,19,15,15,0.999,0.0242,-0.0064,0.0133,-1.026,0.188,8.119
19720,shoe,21,19,16,13,11,15,12,15,1.0056,0.0167,0.0341,-0.034,-0.104,0.527,10.606
19740,shoe,7,11,14,19,17,20,20,8,1.0086,-0.0001,0.0252,-0.0119,-0.131,-1.113,8.577
19760,shoe,20,11,11,17,10,17,14,13,1.0054,-0.0046,-0.0199,0.0269,2.115,0.371,10.98
19780,shoe,15,10,13,17,17,11,11,11,1.0128,0.0046,0.0334,0.0432,0.606,0.232,10.018
19800,shoe,18,21,19,8,8,11,11,10,1.0025,0.004,-0.0261,-0.0214,-0.483,-0.503,9.551
19820,shoe,3517,2512,40,19,11,13,7,14,1.0254,-0.0264,0.0112,0.0228,0.865,-0.133,10.021
19840,shoe,3702,2706,69,17,15,10,13,15,0.9949,-0.0161,0.0138,-0.0289,-0.594,-2.245,9.185
19860,shoe,3733,2985,104,11,10,20,10,11,0.9801,0.0215,0.0,0.0246,1.14,0.062,9.66
19880,shoe,3798,3086,203,2,19,15,13,6,0.9785,-0.0198,-0.0201,-0.0046,0.868,-0.33,11.201
19900,shoe,3711,3131,336,10,14,13,16,13,0.9814,0.0324,-0.0186,0.0228,3.34,-1.819,9.205
19920,shoe,3689,3124,561,13,15,18,16,14,0.9997,0.0133,0.0176,0.0121,-1.306,0.404,10.454
19940,shoe,3612,3015,766,22,5,14,12,16,0.9831,-0.0011,-0.0154,-0.0153,-0.127,-0.514,8.911
19960,shoe,3363,2817,980,17,19,19,24,10,0.9854,-0.0099,0.0001,-0.0189,-0.175,0.22,9.702
19980,shoe,2990,2640,1253,20,25,23,8,8,1.0067,0.002,0.0041,-0.0242,0.305,-0.194,10.587
20000,shoe,2405,2146,1475,39,30,17,18,5,0.9822,0.0156,-0.0131,-0.0356,0.789,0.385,8.638
20020,shoe,1626,1548,1594,68,84,19,14,14,1.0005,0.0089,-0.0216,-0.0636,-1.178,0.067,10.021
20040,shoe,900,1045,1696,135,164,31,15,11,1.0084,0.0265,-0.0254,-0.0209,-0.887,-0.233,7.784
20060,shoe,426,600,1708,280,365,78,11,17,1.0114,0.0093,-0.0083,0.0017,0.311,0.392,8.687
20080,shoe,153,333,1706,547,607,136,10,7,1.0022,-0.0131,0.0204,-0.0071,1.087,0.664,9.343
20100,shoe,60,125,1705,869,912,258,18,21,0.9861,0.0111,-0.0025,0.0101,-1.348,-1.819,10.514
20120,shoe,25,54,1408,1298,1281,409,8,13,0.9901,0.015,-0.0057,-0.009,-1.847,0.018,10.365
20140,shoe,18,19,1231,1685,1575,663,23,14,1.014,-0.002,0.0342,0.0127,1.29,-0.48,8.897
20160,shoe,8,22,938,1984,2019,911,34,18,1.0155,-0.0181,0.0276,0.0087,0.939,-0.891,9.601
20180,shoe,12,22,680,2223,2279,1161,79,27,0.9956,-0.0155,0.017,-0.0082,1.223,1.042,9.887
20200,shoe,11,8,513,2437,2233,1363,190,44,1.0085,0.0113,0.0086,-0.0238,-1.171,0.766,8.312
20220,shoe,19,12,296,2481,2279,1447,395,72,1.0073,-0.0177,0.0114,-0.0378,-0.274,-0.833,10.1
20240,shoe,7,13,185,2529,2072,1447,681,163,0.9964,0.0355,0.0199,0.0132,0.222,-0.899,10.935
20260,shoe,6,6,115,2441,1865,1476,969,297,1.0102,0.015,0.0058,-0.0007,0.471,0.651,10.839
20280,shoe,20,14,57,2102,1584,1264,1428,512,0.9911,-0.0361,0.0193,-0.0365,-0.18,-0.507,9.187
20300,shoe,16,15,39,1685,1230,1069,1687,767,1.0057,-0.0216,0.0048,-0.0158,-0.099,-0.266,9.352
20320,shoe,6,11,22,1446,885,811,1973,982,1.0058,0.0014,0.0201,-0.0074,1.133,-1.584,8.877
20340,shoe,21,9,28,956,532,567,1869,1176,0.9984,-0.0252,-0.0271,0.031,-0.545,-0.113,9.273
20360,shoe,21,15,9,630,313,362,2094,1297,0.9943,-0.003,-0.0213,0.0207,-0.676,0.905,9.495
20380,shoe,20,17,10,347,158,213,1767,1269,1.0152,0.0179,0.0297,-0.0041,-0.54,-0.374,10.333
20400,shoe,4,7,17,167,76,110,1670,1225,0.992,0.0127,0.0262,0.0135,-0.633,-0.099,9.794
20420,shoe,15,13,15,82,21,54,1175,1056,0.9911,-0.0218,-0.0166,-0.0297,0.111,1.393,8.884
20440,shoe,10,17,16,47,27,26,922,803,0.9861,0.015,-0.0213,-0.0091,-0.283,0.698,10.457
20460,shoe,13,0,13,25,6,10,525,565,0.9977,0.0199,0.021,-0.0081,-0.549,1.135,10.512
20480,shoe,6,15,19,25,21,13,314,392,0.9981,-0.0143,-0.0048,-0.0269,1.605,0.5,9.17
20500,shoe,23,22,16,13,8,13,17,8,0.9919,0.0126,0.0016,0.0243,0.308,0.956,9.497
20520,shoe,11,8,21,18,11,8,11,9,1.011,-0.0124,0.0271,-0.0075,-0.431,-1.338,9.628
20540,shoe,15,20,7,13,26,15,19,4,1.0012,-0.0266,0.0113,0.0257,1.42,-0.662,8.24
20560,shoe,18,12,15,14,9,18,10,19,1.0057,0.0237,0.0018,-0.0317,-0.678,-1.33,9.842
20580,shoe,17,17,13,19,13,11,16,13,0.9862,0.0228,0.026,0.0185,-0.043,1.774,10.325
20600,shoe,16,13,16,23,8,12,9,11,0.9968,-0.0188,-0.0333,0.0159,-0.149,0.14,11.473
20620,shoe,12,8,9,15,13,14,13,14,1.0155,-0.0528,-0.0124,-0.0209,-0.704,-0.106,9.893
20640,shoe,15,6,18,15,16,22,18,8,1.0105,0.0202,0.0605,0.0062,-0.484,-0.61,9.464
20660,shoe,13,26,7,10,22,21,12,17,1.0047,-0.0124,0.015,0.0052,0.056,-0.818,9.588
20680,shoe,3,7,18,13,1,6,19,10,1.0115,0.0072,0.0318,0.0133,-1.694,-2.25,10.271
20700,shoe,19,13,17,16,14,11,12,19,1.0074,-0.0266,-0.0167,-0.0083,-0.49,1.79,10.438
20720,shoe,11,21,5,8,17,26,22,15,1.0032,0.0098,0.0398,-0.0179,0.247,-0.072,8.948
20740,shoe,11,15,16,12,18,12,13,14,1.0042,0.0214,-0.0254,-0.0203,0.277,0.044,9.894
20760,shoe,12,15,4,9,10,22,27,17,1.005,0.0026,0.0118,0.0035,0.302,-1.132,10.31
20780,shoe,7,4,17,15,14,16,18,13,0.9963,0.0159,0.0067,-0.0121,2.654,-0.055,7.914
20800,shoe,8,11,6,18,23,20,14,14,1.0177,0.0061,-0.0181,-0.0003,0.725,0.296,10.956
20820,shoe,5,7,14,16,16,12,8,20,1.0243,0.0192,0.0118,-0.0477,-0.206,-0.071,9.53
20840,shoe,16,5,13,13,25,14,12,22,1.002,-0.0111,-0.0612,-0.0054,-0.181,0.489,10.507
20860,shoe,20,16,6,9,8,16,24,17,1.0001,-0.0117,0.0158,-0.0351,-0.044,-0.679,9.681
20880,shoe,14,18,5,6,10,14,8,21,1.0238,-0.0395,-0.0005,0.003,0.459,0.253,9.502
20900,shoe,8,10,16,14,14,14,6,6,1.005,-0.0092,-0.0131,0.0263,-0.382,0.709,9.655
20920,shoe,3522,2392,37,21,9,21,15,15,1.0063,-0.0064,-0.0293,0.0065,1.69,0.443,9.982
20940,shoe,3665,2688,73,13,17,13,20,14,1.0052,-0.0233,-0.0267,-0.0057,-1.309,0.3,10.506
20960,shoe,3734,2933,111,14,8,20,12,12,1.0015,0.02,-0.0232,0.0179,0.683,-0.089,9.486
20980,shoe,3726,3075,201,12,16,11,10,17,0.9973,-0.0058,-0.0214,-0.0407,0.535,-0.797,8.716
21000,shoe,3759,3187,317,9,6,12,13,24,1.0085,0.0595,-0.0008,-0.0105,-1.353,0.436,9.095
21020,shoe,3715,3137,525,19,10,17,13,17,0.9861,0.0116,-0.0305,0.0209,0.678,-0.32,8.846
21040,shoe,3559,2998,753,18,16,16,20,20,1.0112,-0.0167,-0.0151,-0.0101,0.595,-0.763,10.409
21060,shoe,3390,2797,1007,9,20,19,23,21,1.0156,-0.0005,-0.0366,-0.0373,-0.775,0.606,8.863
21080,shoe,2876,2539,1283,14,19,15,13,21,0.9985,0.0143,0.0402,-0.0203,2.609,-1.294,11.094
21100,shoe,2400,2099,1317,39,33,16,10,15,0.997,0.0213,0.009,0.0099,0.771,-0.453,9.843
21120,shoe,1670,1606,1568,57,83,19,8,11,1.0203,0.0298,-0.0532,0.0107,-0.419,0.614,9.647
21140,shoe,905,1021,1712,138,158,26,5,20,0.9991,-0.0094,0.0126,0.0034,-0.59,0.751,10.902
21160,shoe,378,553,1675,273,338,63,14,19,0.9953,0.0197,0.0529,0.0188,-0.894,-0.306,9.397
21180,shoe,165,291,1651,530,585,128,6,12,1.0101,-0.0012,0.0051,0.0026,0.253,0.045,9.462
21200,shoe,55,137,1533,864,962,219,18,22,0.9899,0.0188,0.0093,0.005,0.028,0.428,10.429
21220,shoe,28,57,1347,1264,1165,389,15,10,0.9801,-0.0027,0.0102,0.0203,-1.657,-0.062,10.394
21240,shoe,19,30,1259,1707,1676,630,19,9,1.0008,-0.0011,0.0378,-0.0359,-1.232,-0.624,8.831
21260,shoe,13,26,1003,2083,1897,980,49,17,0.9956,0.0065,0.0434,0.0549,-0.86,0.341,11.941
21280,shoe,13,12,742,2194,2064,1156,79,18,0.993,-0.0131,0.0055,0.0081,-0.504,0.125,10.241
21300,shoe,12,18,485,2411,2117,1383,186,42,0.9934,-0.0002,-0.0403,0.0453,-0.457,0.078,8.601
21320,shoe,22,13,347,2498,2093,1503,335,82,0.9946,0.0075,-0.0022,0.0043,-0.806,0.885,9.573
21340,shoe,10,14,199,2443,2196,1472,737,170,0.9978,-0.0367,-0.034,0.0266,0.688,0.239,10.564
21360,shoe,20,10,121,2322,1904,1426,993,295,0.9781,-0.0107,-0.0294,0.0116,1.039,-0.373,9.929
21380,shoe,19,15,63,2196,1694,1287,1411,502,1.0085,-0.0097,0.0199,0.0094,0.041,0.124,10.503
21400,shoe,12,4,36,1761,1309,1184,1687,658,0.9974,0.02,-0.0043,0.003,-2.551,1.547,11.862
21420,shoe,22,13,35,1451,901,770,1819,969,0.997,0.0027,-0.008,-0.0029,-0.223,-0.58,10.571
21440,shoe,2,19,17,953,526,565,1980,1185,0.9976,-0.0005,0.0099,0.0304,0.596,-0.217,11.541
21460,shoe,15,18,24,652,318,360,2022,1333,1.0088,-0.0149,0.0162,0.018,-0.137,-0.647,10.347
21480,shoe,15,6,14,323,155,195,1851,1277,1.0037,0.0086,-0.0173,0.0343,0.266,0.276,9.137
21500,shoe,14,8,20,147,78,99,1546,1219,1.0227,-0.0063,0.03,-0.0281,0.072,-1.016,11.096
21520,shoe,18,12,0,82,44,50,1215,1012,0.9792,0.0193,-0.0176,-0.0361,-1.748,0.351,9.107
21540,shoe,12,23,15,35,15,26,878,789,1.0089,-0.0057,0.0134,0.011,-2.932,0.602,10.6
21560,shoe,13,12,11,23,21,13,529,580,1.0103,-0.0011,-0.0059,0.0337,0.664,-0.626,10.328
21580,shoe,20,14,22,23,12,18,308,325,0.9718,0.0119,-0.0033,-0.0218,-0.641,-0.685,8.979
21600,shoe,13,13,22,14,5,11,9,12,1.0062,0.009,-0.0067,-0.0202,0.428,-1.197,9.108
21620,shoe,9,15,11,15,19,12,12,18,0.9994,-0.0313,0.0205,-0.0171,-0.393,0.028,9.585
21640,shoe,17,9,14,11,16,13,12,15,0.9992,0.0038,0.0173,-0.002,-0.24,-0.902,10.106
21660,shoe,14,15,19,17,15,9,10,5,1.0004,-0.0013,0.0002,0.0218,1.516,-0.507,10.946
21680,shoe,11,16,16,17,12,8,11,13,1.0045,-0.0374,0.0236,-0.0011,-1.412,-0.343,9.816
21700,shoe,17,19,15,10,14,11,21,9,0.9967,-0.0247,-0.0275,0.0066,-0.058,-0.558,11.461
21720,shoe,10,10,19,17,11,15,10,16,0.9933,0.0188,0.0087,-0.0313,-1.293,0.661,10.539
21740,shoe,9,18,8,19,21,13,26,18,1.0101,0.0067,-0.0274,-0.0371,0.035,1.271,9.178
21760,shoe,13,23,22,16,21,10,6,8,1.0005,-0.0096,-0.056,0.0063,0.496,-1.71,9.199
21780,shoe,13,18,17,10,14,22,2,16,1.0089,0.0186,-0.033,0.007,0.696,-0.656,9.834
21800,shoe,14,17,0,19,14,16,10,9,1.0271,-0.035,0.0163,-0.0133,0.125,0.194,9.291
21820,shoe,8,2,10,21,16,17,7,12,0.9869,0.0274,-0.0028,0.0052,-1.62,-0.848,9.68
21840,shoe,23,21,14,12,19,21,20,15,0.9915,-0.0116,0.002,0.0033,0.232,-0.435,10.461
21860,shoe,17,23,26,5,15,9,16,20,0.9934,0.0297,-0.0181,0.0133,0.971,0.162,9.999
21880,shoe,15,20,14,11,12,19,8,17,0.9994,-0.0082,-0.0151,-0.011,1.087,1.108,10.643
21900,shoe,15,16,7,14,13,15,13,17,1.0171,-0.0104,-0.0243,0.0006,2.394,0.934,9.146
21920,shoe,1,18,21,20,16,15,12,12,1.0049,0.0057,-0.0031,0.0356,0.595,-0.24,8.991
21940,shoe,19,29,16,20,13,6,27,14,1.0114,-0.0053,0.0032,-0.0161,-1.207,0.099,8.509
21960,shoe,9,10,14,17,12,10,15,17,1.0193,0.0204,-0.0007,-0.0076,-0.639,-0.296,8.166
21980,shoe,16,12,20,11,20,14,15,15,0.9806,0.0159,-0.0018,-0.0106,0.051,-0.145,9.368
22000,shoe,8,19,13,18,16,14,17,15,0.9969,-0.007,-0.0048,0.0157,1.147,-0.945,9.833
22020,shoe,3582,2394,39,14,19,21,15,16,0.9936,-0.0039,0.0015,-0.0177,-1.348,-1.422,9.593
22040,shoe,3682,2757,70,9,10,12,14,22,1.0046,-0.0001,0.0132,-0.0262,0.995,-0.299,9.779
22060,shoe,3763,3040,124,5,18,15,10,21,0.9901,0.0345,-0.0173,-0.0148,0.696,0.777,11.614
22080,shoe,3778,3163,196,19,14,12,14,21,1.0166,-0.0007,0.0098,-0.0284,-1.037,0.606,8.794
22100,shoe,3772,3175,336,6,13,8,15,16,0.9954,0.0206,0.0218,0.0057,0.646,-1.498,9.534
22120,shoe,3685,3118,516,20,11,12,7,10,0.9927,-0.0007,-0.0277,0.0375,-0.917,-0.159,9.338
22140,shoe,3574,3015,725,25,12,14,14,9,0.9899,-0.0168,-0.0159,0.0134,-0.051,-0.508,8.96
22160,shoe,3339,2809,937,16,15,22,8,15,0.9872,-0.0329,-0.0076,0.0114,-0.391,0.225,10.996
22180,shoe,2818,2443,1244,16,24,21,5,9,0.9999,0.0046,-0.0216,0.0095,0.223,-0.883,9.75
22200,shoe,2511,2113,1476,28,40,14,13,5,0.9944,0.0096,-0.0101,-0.0063,-1.39,0.726,10.907
22220,shoe,1687,1518,1588,60,93,18,16,13,1.0034,0.0048,-0.0128,-0.0308,0.553,-0.169,8.766
22240,shoe,964,1014,1659,145,169,34,19,25,0.9955,0.0255,0.0322,-0.0203,-2.519,0.456,11.47
22260,shoe,424,625,1709,274,354,62,11,14,1.0049,0.0145,0.0056,0.0182,-0.509,0.696,11.821
22280,shoe,157,290,1693,501,562,141,7,15,1.0024,0.0366,0.0306,-0.0282,-0.69,-1.558,8.998
22300,shoe,60,132,1573,851,974,248,10,14,1.0112,0.0125,-0.0035,0.0345,1.749,-0.178,9.774
22320,shoe,30,51,1420,1255,1288,427,15,15,1.0076,-0.0182,-0.0003,-0.0223,0.565,1.206,9.667
22340,shoe,23,23,1242,1740,1702,654,23,9,0.9949,0.0225,-0.0031,-0.0081,-0.601,0.012,10.287
22360,shoe,16,25,949,1995,1955,970,43,19,1.0127,-0.0213,-0.0047,-0.0172,-1.064,0.83,8.615
22380,shoe,13,16,679,2231,2030,1144,88,28,0.9946,-0.0029,0.0534,-0.0239,-0.007,0.333,10.206
22400,shoe,18,19,478,2474,2109,1345,202,42,0.9912,-0.026,0.0249,-0.0091,-0.763,-0.403,10.44
22420,shoe,13,14,318,2530,2225,1470,382,87,1.009,0.0184,0.0031,-0.0041,2.499,0.221,9.246
22440,shoe,12,19,191,2476,2108,1510,677,162,0.9877,0.0284,-0.042,-0.0052,-3.206,0.837,7.749
22460,shoe,12,11,117,2293,1912,1370,1052,292,0.9934,-0.0275,-0.0091,0.0084,0.028,1.027,9.175
22480,shoe,19,11,55,2155,1671,1181,1425,511,0.985,-0.0181,0.0191,0.0029,-2.844,1.154,9.432
22500,shoe,21,9,34,1723,1242,1061,1645,792,0.9852,-0.0145,0.0063,0.0263,1.136,-0.889,10.475
22520,shoe,21,4,16,1386,941,809,1936,968,1.0031,-0.0385,-0.0059,-0.008,-0.961,0.659,9.231
22540,shoe,6,12,18,1037,535,555,2000,1179,0.9909,-0.0031,0.0165,-0.018,1.781,-1.105,8.753
22560,shoe,19,7,11,608,307,342,1995,1176,1.0168,-0.0062,0.0057,-0.0134,-0.667,-0.107,10.344
22580,shoe,8,12,11,336,174,195,1877,1264,1.0146,-0.0288,-0.0152,-0.0022,1.187,-0.17,10.123
22600,shoe,12,15,5,171,80,104,1638,1191,1.0036,-0.0468,0.0039,0.0232,0.186,0.498,10.45
22620,shoe,17,15,15,75,33,61,1279,967,0.9935,-0.031,0.015,0.0035,1.301,0.248,9.831
22640,shoe,7,16,24,35,27,25,843,804,0.9999,0.0038,0.0152,-0.0076,-0.02,0.995,10.741
22660,shoe,8,12,13,27,22,19,594,582,0.9975,-0.0321,-0.0034,0.0038,-3.432,-0.493,10.252
22680,shoe,10,14,14,13,14,15,307,357,1.0113,-0.0015,-0.0117,-0.0238,-0.87,0.67,8.184
22700,shoe,22,20,9,17,16,11,10,18,0.9811,0.003,-0.0015,-0.0081,-1.82,0.309,9.97
22720,shoe,19,13,12,17,19,13,16,13,0.9984,0.0124,0.012,-0.0133,1.032,-0.001,10.487
22740,shoe,9,14,10,20,4,14,15,14,1.0008,-0.0031,0.006,-0.0206,0.567,-0.962,9.825
22760,shoe,15,2,7,22,11,12,17,12,1.0041,0.0028,0.0229,0.012,-0.038,0.453,11.107
22780,shoe,15,8,10,7,10,6,14,11,1.007,0.028,-0.0071,-0.0168,0.472,0.249,9.382
22800,shoe,16,19,12,14,13,15,8,11,0.9961,-0.0135,-0.001,-0.0128,0.179,0.627,10.421
22820,shoe,10,10,16,9,8,7,15,9,1.0062,-0.0012,-0.0037,-0.0225,-0.696,-0.034,8.686
22840,shoe,21,9,13,19,8,14,16,18,0.9882,0.0239,0.008,0.006,2.182,-0.208,9.793
22860,shoe,12,19,16,21,15,19,23,16,1.0112,-0.025,-0.022,-0.0216,0.227,0.308,9.299
22880,shoe,18,8,21,13,23,8,23,14,1.0038,0.0111,0.0258,0.0414,-0.265,0.366,8.892
22900,shoe,6,19,19,15,8,13,18,15,0.9988,-0.0537,-0.0055,-0.0203,-1.716,0.546,8.617
22920,shoe,16,13,12,20,22,15,19,14,1.0112,-0.0339,0.0283,0.0173,-0.753,1.51,9.995
22940,shoe,15,11,6,15,19,14,1,22,0.9929,-0.0336,0.0293,0.0108,-0.032,-0.496,10.179
22960,shoe,21,4,14,13,19,12,11,19,0.9831,-0.0055,-0.0274,0.0176,-0.248,1.599,9.223
22980,shoe,1,21,15,6,21,14,8,13,1.005,-0.0018,0.0051,0.0034,-0.588,-2.368,8.68
23000,shoe,17,5,20,11,12,17,17,18,1.0009,-0.0478,0.0116,-0.0199,-0.103,0.764,9.005
23020,shoe,18,8,15,19,20,9,17,6,0.9966,0.0357,-0.0006,0.0435,-1.325,-0.657,10.478
23040,shoe,13,18,28,7,7,13,17,12,0.9932,0.041,0.0118,0.0044,-0.036,1.599,8.712
23060,shoe,21,8,13,15,10,17,17,10,1.0046,0.0242,-0.0172,-0.0215,-1.808,-0.712,10.818
23080,shoe,24,16,18,15,16,11,16,16,1.0088,-0.0051,0.0196,0.0259,-1.025,0.845,8.292
23100,shoe,18,14,10,14,18,8,13,12,0.9909,0.0086,0.0054,-0.0008,-0.887,-0.793,10.046
23120,shoe,3546,2515,33,18,7,18,11,10,0.9861,-0.0151,-0.0043,-0.0136,0.946,-0.906,10.395
23140,shoe,3678,2748,67,10,5,17,18,11,1.0068,-0.0123,-0.0501,0.0133,0.512,0.639,10.894
23160,shoe,3764,3003,123,21,16,19,14,7,0.9892,-0.0163,0.0162,0.0019,0.04,0.691,9.409
23180,shoe,3770,3092,209,12,16,14,19,8,1.0126,0.0052,-0.0287,0.0126,-1.356,-0.561,9.107
23200,shoe,3737,3062,337,19,18,11,12,9,1.0141,-0.0114,0.0287,-0.0002,-0.5,1.917,8.515
23220,shoe,3718,3126,541,11,14,21,13,16,0.9943,-0.0101,0.0213,0.021,0.867,-0.258,10.614
23240,shoe,3513,3010,714,16,9,20,10,16,1.0231,0.0349,-0.0266,0.0091,1.383,1.245,9.68
23260,shoe,3324,2841,1100,14,23,18,17,18,0.9974,-0.0075,-0.0299,-0.0068,-1.725,-0.811,9.383
23280,shoe,2905,2542,1141,29,28,12,10,22,0.9992,0.0115,0.0086,0.0008,-0.535,-0.771,9.419
23300,shoe,2352,2194,1427,26,44,17,2,19,0.999,0.0072,0.026,0.0217,0.078,0.07,10.025
23320,shoe,1619,1633,1690,63,99,17,10,5,1.0045,-0.0097,0.0049,0.0002,0.355,-0.81,9.826
23340,shoe,875,980,1661,142,174,30,10,11,1.0083,-0.0091,0.0058,-0.0134,-0.034,0.361,10.859
23360,shoe,405,611,1743,280,341,66,14,22,1.0035,0.0223,0.0034,0.0034,0.719,-1.717,7.861
23380,shoe,164,295,1704,500,572,133,12,15,0.9931,-0.0111,0.0341,0.0117,-1.692,0.139,10.558
23400,shoe,58,128,1596,881,948,244,21,16,0.9968,0.0129,0.0109,0.01,1.732,-0.451,9.319
23420,shoe,29,47,1472,1293,1253,409,18,15,0.9846,-0.0091,-0.0246,-0.0258,-1.348,-0.769,9.728
23440,shoe,11,29,1303,1625,1675,644,29,8,0.9899,-0.008,0.028,-0.0217,0.025,0.166,9.515
23460,shoe,10,23,937,2021,1942,926,51,19,1.0017,0.0293,0.0209,-0.0051,0.554,-0.18,9.722
23480,shoe,15,10,661,2265,2147,1108,90,23,1.0001,-0.0353,-0.0001,0.0168,1.289,-0.361,10.479
23500,shoe,21,6,512,2467,2282,1331,199,35,0.9944,-0.0147,-0.0031,0.0046,0.991,0.644,9.999
23520,shoe,14,11,343,2499,2161,1442,360,84,1.0023,-0.0126,0.0298,0.031,0.955,0.233,8.501
23540,shoe,2,16,183,2533,2004,1519,646,177,0.9926,0.0078,0.0128,0.0316,1.418,0.301,9.739
23560,shoe,19,18,108,2334,1934,1546,1091,290,0.9996,-0.0144,-0.0041,0.0163,-0.212,1.058,9.712
23580,shoe,14,12,56,2112,1583,1336,1421,500,1.0006,0.0016,0.0252,0.0041,0.818,-0.06,10.134
23600,shoe,12,8,37,1878,1270,1092,1751,769,1.0099,0.0128,-0.0065,-0.0026,1.721,0.666,9.837
23620,shoe,8,14,28,1314,899,819,1915,1057,1.0102,0.0387,-0.0036,-0.0166,-0.902,-0.335,9.729
23640,shoe,20,17,13,1021,590,536,1964,1174,0.99,0.0187,-0.0348,0.0045,-1.634,0.482,10.724
23660,shoe,15,14,22,604,325,352,2005,1235,0.9961,-0.0287,-0.0071,-0.0216,-1.183,0.418,8.822
23680,shoe,16,19,5,310,159,203,1871,1240,0.9825,0.034,0.0546,0.0179,1.578,-0.438,11.763
23700,shoe,16,11,20,151,82,99,1627,1184,1.0199,-0.0007,-0.0322,-0.0327,1.384,-1.21,9.295
23720,shoe,16,18,10,79,46,51,1320,1037,0.9788,-0.0202,-0.0264,0.024,-0.442,-1.023,8.87
23740,shoe,18,22,12,37,22,27,860,849,0.9992,0.0038,0.02,-0.0034,0.246,-0.753,10.508
